Date,VIX,VFIAX,Inverse_Correlated?
2016-02-26,+3.534%,-0.177%,yes
2016-02-29,+3.601%,-0.811%,yes
2016-03-01,-16.102%,+2.337%,yes
2016-03-02,-3.569%,+0.424%,yes
2016-03-03,-2.335%,+0.358%,yes
2016-03-04,+0.949%,+0.335%,no
2016-03-07,+2.824%,+0.092%,no
2016-03-08,+7.07%,-1.118%,yes
2016-03-09,-1.799%,+0.521%,yes
2016-03-10,-1.607%,+0.022%,yes
2016-03-11,-9.394%,+1.638%,yes
2016-03-14,+2.482%,-0.118%,yes
2016-03-15,-0.475%,-0.182%,no
2016-03-16,-12.342%,+0.564%,yes
2016-03-17,-3.809%,+0.656%,yes
2016-03-18,-2.996%,-0.095%,no
2016-03-21,-1.668%,+0.095%,yes
2016-03-22,+2.682%,-0.069%,yes
2016-03-23,+5.154%,-0.644%,yes
2016-03-24,-1.357%,-0.037%,no
2016-03-28,+3.281%,+0.053%,no
2016-03-29,-10.275%,+0.897%,yes
2016-03-30,-1.917%,+0.441%,yes
2016-03-31,+2.796%,-0.205%,yes
2016-04-01,-6.489%,+0.633%,yes
2016-04-04,+7.224%,-0.304%,yes
2016-04-05,+8.431%,-1.023%,yes
2016-04-06,-9.439%,+1.075%,yes
2016-04-07,+12.809%,-1.21%,yes
2016-04-08,-5.208%,+0.28%,yes
2016-04-11,+5.535%,-0.276%,yes
2016-04-12,-9.495%,+0.962%,yes
2016-04-13,-7.298%,+1.009%,yes
2016-04-14,-0.875%,+0.026%,yes
2016-04-15,-0.734%,-0.099%,no
2016-04-18,-2.022%,+0.652%,yes
2016-04-19,-0.831%,+0.309%,yes
2016-04-20,+0.301%,+0.082%,no
2016-04-21,+4.803%,-0.523%,yes
2016-04-22,-5.522%,+0.005%,yes
2016-04-25,+6.108%,-0.182%,yes
2016-04-26,-0.86%,+0.186%,yes
2016-04-27,-1.38%,+0.176%,yes
2016-04-28,+9.527%,-0.929%,yes
2016-04-29,+3.057%,-0.503%,yes
2016-05-02,-6.948%,+0.77%,yes
2016-05-03,+5.897%,-0.871%,yes
2016-05-04,+2.804%,-0.575%,yes
2016-05-05,-0.88%,0.0%,yes
2016-05-06,-8.084%,+0.331%,yes
2016-05-09,-1.03%,+0.074%,yes
2016-05-10,-6.897%,+1.236%,yes
2016-05-11,+7.216%,-0.912%,yes
2016-05-12,-1.943%,-0.01%,no
2016-05-13,+4.189%,-0.845%,yes
2016-05-16,-2.452%,+0.978%,yes
2016-05-17,+5.716%,-0.919%,yes
2016-05-18,+2.382%,+0.037%,no
2016-05-19,+2.327%,-0.371%,yes
2016-05-20,-7.434%,+0.616%,yes
2016-05-23,+3.919%,-0.206%,yes
2016-05-24,-9.709%,+1.348%,yes
2016-05-25,-3.741%,+0.698%,yes
2016-05-26,-3.5%,-0.005%,no
2016-05-27,-2.363%,+0.443%,yes
2016-05-31,+7.541%,-0.093%,yes
2016-06-01,+0.07%,+0.129%,no
2016-06-02,-4.182%,+0.292%,yes
2016-06-03,-1.188%,-0.288%,no
2016-06-06,+1.319%,+0.491%,no
2016-06-07,+2.847%,+0.128%,no
2016-06-08,+0.213%,+0.352%,no
2016-06-09,+3.825%,-0.168%,yes
2016-06-10,+14.034%,-0.922%,yes
2016-06-13,+18.789%,-0.789%,yes
2016-06-14,-2.293%,-0.177%,no
2016-06-15,-1.787%,-0.172%,no
2016-06-16,-3.975%,+0.327%,yes
2016-06-17,+0.206%,-0.328%,yes
2016-06-20,-5.661%,+0.083%,yes
2016-06-21,+0.595%,+0.28%,no
2016-06-22,+12.707%,-0.166%,yes
2016-06-23,-22.725%,+1.318%,yes
2016-06-24,+33.036%,-3.725%,yes
2016-06-27,-8.008%,-1.843%,no
2016-06-28,-27.2%,+1.767%,yes
2016-06-29,-12.68%,+1.685%,yes
2016-06-30,-6.462%,+1.337%,yes
2016-07-01,-5.823%,+0.216%,yes
2016-07-05,+5.199%,-0.685%,yes
2016-07-06,-4.144%,+0.567%,yes
2016-07-07,-1.355%,-0.077%,no
2016-07-08,-11.818%,+1.5%,yes
2016-07-11,+2.511%,+0.34%,no
2016-07-12,+0.074%,+0.699%,no
2016-07-13,-3.911%,+0.02%,yes
2016-07-14,-1.716%,+0.526%,yes
2016-07-15,-1.184%,-0.095%,no
2016-07-18,-1.849%,+0.245%,yes
2016-07-19,-3.926%,-0.145%,no
2016-07-20,-1.699%,+0.438%,yes
2016-07-21,+7.614%,-0.36%,yes
2016-07-22,-5.99%,+0.453%,yes
2016-07-25,+6.605%,-0.3%,yes
2016-07-26,+1.379%,+0.035%,no
2016-07-27,-1.715%,-0.12%,no
2016-07-28,-0.865%,+0.17%,yes
2016-07-29,-7.161%,+0.164%,yes
2016-08-01,+4.582%,-0.125%,yes
2016-08-02,+6.956%,-0.637%,yes
2016-08-03,-3.966%,+0.34%,yes
2016-08-04,-3.543%,+0.045%,yes
2016-08-05,-9.043%,+0.857%,yes
2016-08-08,+0.957%,-0.084%,yes
2016-08-09,+1.372%,+0.045%,no
2016-08-10,+3.237%,-0.249%,yes
2016-08-11,-3.168%,+0.485%,yes
2016-08-12,-1.126%,-0.074%,no
2016-08-15,+2.202%,+0.286%,no
2016-08-16,+6.566%,-0.531%,yes
2016-08-17,-3.692%,+0.208%,yes
2016-08-18,-6.649%,+0.222%,yes
2016-08-19,-0.794%,-0.129%,no
2016-08-22,+7.579%,-0.054%,yes
2016-08-23,+0.889%,+0.198%,no
2016-08-24,+7.955%,-0.521%,yes
2016-08-25,+1.321%,-0.134%,yes
2016-08-26,+0.147%,-0.154%,yes
2016-08-29,-5.487%,+0.53%,yes
2016-08-30,+1.372%,-0.179%,yes
2016-08-31,+2.235%,-0.219%,yes
2016-09-01,+0.445%,-0.005%,yes
2016-09-02,-12.521%,+0.426%,yes
2016-09-06,+0.333%,+0.296%,no
2016-09-07,-0.67%,+0.01%,yes
2016-09-08,+4.556%,-0.218%,yes
2016-09-09,+28.514%,-2.511%,yes
2016-09-12,-15.435%,+1.009%,yes
2016-09-13,+15.07%,-1.472%,yes
2016-09-14,+1.599%,-0.051%,yes
2016-09-15,-11.288%,+1.019%,yes
2016-09-16,-6.051%,-0.38%,no
2016-09-19,+1.03%,0.0%,yes
2016-09-20,+2.45%,+0.03%,no
2016-09-21,-19.699%,+1.082%,yes
2016-09-22,-10.649%,+0.647%,yes
2016-09-23,+2.197%,-0.576%,yes
2016-09-26,+15.241%,-0.858%,yes
2016-09-27,-10.687%,+0.642%,yes
2016-09-28,-5.73%,+0.549%,yes
2016-09-29,+11.626%,-0.936%,yes
2016-09-30,-5.493%,+0.789%,yes
2016-10-03,+2.063%,-0.316%,yes
2016-10-04,+0.44%,-0.488%,yes
2016-10-05,-4.927%,+0.466%,yes
2016-10-06,-1.168%,+0.055%,yes
2016-10-07,+4.748%,-0.327%,yes
2016-10-10,-0.747%,+0.46%,yes
2016-10-11,+12.891%,-1.256%,yes
2016-10-12,+3.457%,+0.121%,no
2016-10-13,+4.673%,-0.31%,yes
2016-10-14,-3.536%,+0.02%,yes
2016-10-17,+0.555%,-0.3%,yes
2016-10-18,-6.086%,+0.612%,yes
2016-10-19,-6.037%,+0.232%,yes
2016-10-20,-4.8%,-0.131%,no
2016-10-21,-3.073%,-0.01%,no
2016-10-24,-2.458%,+0.473%,yes
2016-10-25,+3.269%,-0.379%,yes
2016-10-26,+5.478%,-0.172%,yes
2016-10-27,+7.292%,-0.294%,yes
2016-10-28,+5.127%,-0.305%,yes
2016-10-31,+5.1%,-0.015%,yes
2016-11-01,+8.082%,-0.681%,yes
2016-11-02,+3.934%,-0.644%,yes
2016-11-03,+12.5%,-0.409%,yes
2016-11-04,+1.91%,-0.161%,yes
2016-11-07,-20.31%,+2.176%,yes
2016-11-08,+0.16%,+0.424%,no
2016-11-09,-30.32%,+1.104%,yes
2016-11-10,+2.442%,+0.204%,no
2016-11-11,-4.023%,-0.14%,no
2016-11-14,+2.141%,0.0%,yes
2016-11-15,-8.302%,+0.768%,yes
2016-11-16,+2.551%,-0.134%,yes
2016-11-17,-2.772%,+0.474%,yes
2016-11-18,-3.891%,-0.223%,no
2016-11-21,-3.462%,+0.742%,yes
2016-11-22,-0.081%,+0.22%,yes
2016-11-23,+0.161%,+0.083%,no
2016-11-25,-0.729%,+0.39%,yes
2016-11-28,+6.16%,-0.515%,yes
2016-11-29,-1.938%,+0.157%,yes
2016-11-30,+3.226%,-0.245%,yes
2016-12-01,+5.259%,-0.345%,yes
2016-12-02,+0.354%,+0.039%,no
2016-12-05,-16.31%,+0.587%,yes
2016-12-06,-2.969%,+0.341%,yes
2016-12-07,+3.519%,+1.318%,no
2016-12-08,+3.323%,+0.226%,no
2016-12-09,-7.574%,+0.592%,yes
2016-12-12,+7.041%,-0.11%,yes
2016-12-13,+0.629%,+0.669%,no
2016-12-14,+3.563%,-0.813%,yes
2016-12-15,-3.127%,+0.391%,yes
2016-12-16,-4.836%,-0.172%,no
2016-12-19,-4.184%,+0.2%,yes
2016-12-20,-2.271%,+0.375%,yes
2016-12-21,-1.597%,-0.871%,no
2016-12-22,+1.4%,-0.173%,yes
2016-12-23,+0.087%,+0.134%,no
2016-12-27,+4.587%,+0.225%,no
2016-12-28,+7.413%,-0.824%,yes
2016-12-29,+3.141%,-0.024%,yes
2016-12-30,+4.772%,-0.46%,yes
2017-01-03,-9.261%,+0.845%,yes
2017-01-04,-8.439%,+0.587%,yes
2017-01-05,-1.542%,-0.072%,no
2017-01-06,-3.092%,+0.381%,yes
2017-01-09,+2.076%,-0.358%,yes
2017-01-10,-0.609%,0.0%,yes
2017-01-11,-2.043%,+0.29%,yes
2017-01-12,+2.426%,-0.21%,yes
2017-01-13,-2.76%,+0.181%,yes
2017-01-17,+5.392%,-0.296%,yes
2017-01-18,+4.888%,+0.191%,no
2017-01-19,+2.347%,-0.359%,yes
2017-01-20,-10.745%,+0.339%,yes
2017-01-23,+1.954%,-0.268%,yes
2017-01-24,-6.323%,+0.651%,yes
2017-01-25,-2.405%,+0.796%,yes
2017-01-26,-1.693%,-0.071%,no
2017-01-27,-0.473%,-0.08%,no
2017-01-30,+10.943%,-0.603%,yes
2017-01-31,+0.917%,-0.086%,yes
2017-02-01,-1.524%,+0.052%,yes
2017-02-02,+1.006%,+0.062%,no
2017-02-03,-8.751%,+0.73%,yes
2017-02-06,+3.518%,-0.212%,yes
2017-02-07,-0.709%,+0.028%,yes
2017-02-08,+1.397%,+0.099%,no
2017-02-09,-5.239%,+0.591%,yes
2017-02-10,-0.276%,+0.36%,yes
2017-02-13,+1.987%,+0.548%,no
2017-02-14,-3.073%,+0.43%,yes
2017-02-15,+10.276%,+0.511%,no
2017-02-16,-1.786%,-0.078%,no
2017-02-17,-2.35%,+0.17%,yes
2017-02-21,+0.691%,+0.599%,no
2017-02-22,+1.448%,-0.096%,yes
2017-02-23,-0.256%,+0.05%,yes
2017-02-24,-2.092%,+0.173%,yes
2017-02-27,+5.128%,+0.119%,no
2017-02-28,+6.424%,-0.256%,yes
2017-03-01,-3.03%,+1.366%,yes
2017-03-02,-6.181%,-0.58%,no
2017-03-03,-7.755%,+0.05%,yes
2017-03-06,+2.491%,-0.323%,yes
2017-03-07,+1.834%,-0.287%,yes
2017-03-08,+3.457%,-0.201%,yes
2017-03-09,+3.577%,+0.082%,no
2017-03-10,-5.489%,+0.323%,yes
2017-03-13,-2.731%,+0.073%,yes
2017-03-14,+7.724%,-0.338%,yes
2017-03-15,-5.761%,+0.832%,yes
2017-03-16,-3.747%,-0.159%,no
2017-03-17,+0.621%,-0.132%,yes
2017-03-20,+0.529%,-0.195%,yes
2017-03-21,+9.062%,-1.72%,yes
2017-03-22,+2.654%,+0.194%,no
2017-03-23,+2.363%,-0.106%,yes
2017-03-24,-1.235%,-0.083%,no
2017-03-27,-3.68%,-0.102%,no
2017-03-28,-8.413%,+0.717%,yes
2017-03-29,-0.963%,+0.128%,yes
2017-03-30,+1.04%,+0.297%,no
2017-03-31,+6.71%,-0.225%,yes
2017-04-03,+0.081%,-0.161%,yes
2017-04-04,-5.004%,+0.073%,yes
2017-04-05,+8.534%,-0.299%,yes
2017-04-06,-4.036%,+0.225%,yes
2017-04-07,+3.73%,-0.087%,yes
2017-04-10,+8.399%,+0.078%,no
2017-04-11,+6.768%,-0.133%,yes
2017-04-12,+4.439%,-0.374%,yes
2017-04-13,+1.19%,-0.683%,yes
2017-04-17,-8.868%,+0.853%,yes
2017-04-18,-1.664%,-0.291%,no
2017-04-19,+3.416%,-0.157%,yes
2017-04-20,-5.512%,+0.754%,yes
2017-04-21,+3.281%,-0.304%,yes
2017-04-24,-34.963%,+1.071%,yes
2017-04-25,-0.743%,+0.607%,yes
2017-04-26,+0.829%,-0.05%,yes
2017-04-27,-4.73%,+0.068%,yes
2017-04-28,+4.251%,-0.191%,yes
2017-05-01,-7.023%,+0.172%,yes
2017-05-02,+4.533%,+0.118%,no
2017-05-03,+0.843%,-0.109%,yes
2017-05-04,-2.103%,+0.068%,yes
2017-05-05,+1.041%,+0.406%,no
2017-05-08,-8.188%,+0.014%,yes
2017-05-09,+1.908%,-0.099%,yes
2017-05-10,+2.449%,+0.153%,no
2017-05-11,+3.679%,-0.185%,yes
2017-05-12,-1.923%,-0.149%,no
2017-05-15,+0.192%,+0.49%,no
2017-05-16,+2.16%,-0.05%,yes
2017-05-17,+31.687%,-1.82%,yes
2017-05-18,-6.344%,+0.365%,yes
2017-05-19,-21.761%,+0.676%,yes
2017-05-22,-10.156%,+0.514%,yes
2017-05-23,-1.959%,+0.185%,yes
2017-05-24,-6.986%,+0.252%,yes
2017-05-25,-0.3%,+0.456%,yes
2017-05-26,-1.835%,+0.045%,yes
2017-05-30,+5.491%,-0.103%,yes
2017-05-31,+0.288%,-0.031%,yes
2017-06-01,-5.258%,+0.764%,yes
2017-06-02,-1.436%,+0.367%,yes
2017-06-05,+3.178%,-0.115%,yes
2017-06-06,+3.636%,-0.28%,yes
2017-06-07,-0.577%,+0.177%,yes
2017-06-08,-2.264%,+0.027%,yes
2017-06-09,+5.047%,-0.084%,yes
2017-06-12,+6.632%,-0.089%,yes
2017-06-13,-9.981%,+0.477%,yes
2017-06-14,+2.068%,-0.093%,yes
2017-06-15,+2.385%,-0.208%,yes
2017-06-16,-5.01%,+0.031%,yes
2017-06-19,-0.096%,+0.827%,yes
2017-06-20,+4.512%,-0.673%,yes
2017-06-21,-1.023%,-0.049%,no
2017-06-22,-2.576%,-0.498%,no
2017-06-23,-4.591%,+0.156%,yes
2017-06-26,-1.212%,+0.031%,yes
2017-06-27,+10.488%,-0.81%,yes
2017-06-28,-10.269%,+0.892%,yes
2017-06-29,+12.325%,-0.864%,yes
2017-06-30,-2.326%,+0.156%,yes
2017-07-03,+0.357%,+0.236%,no
2017-07-05,-1.355%,+0.165%,yes
2017-07-06,+11.722%,-0.907%,yes
2017-07-07,-12.064%,+0.638%,yes
2017-07-10,-0.72%,+0.094%,yes
2017-07-11,-2.02%,-0.08%,no
2017-07-12,-5.728%,+0.735%,yes
2017-07-13,-4.04%,+0.19%,yes
2017-07-14,-4.101%,+0.466%,yes
2017-07-17,+3.157%,0.0%,yes
2017-07-18,+0.708%,+0.057%,no
2017-07-19,-1.021%,+0.547%,yes
2017-07-20,-2.192%,-0.009%,no
2017-07-21,-2.35%,-0.039%,no
2017-07-24,+0.742%,-0.101%,yes
2017-07-25,0.0%,+0.288%,yes
2017-07-26,+1.771%,+0.026%,no
2017-07-27,+5.045%,-0.083%,yes
2017-07-28,+1.749%,-0.131%,yes
2017-07-31,-0.292%,-0.074%,no
2017-08-01,-1.685%,+0.245%,yes
2017-08-02,+1.848%,+0.07%,no
2017-08-03,+1.533%,-0.201%,yes
2017-08-04,-4.088%,+0.192%,yes
2017-08-07,-1.007%,+0.166%,yes
2017-08-08,+9.398%,-0.232%,yes
2017-08-09,+1.35%,-0.022%,yes
2017-08-10,+30.736%,-1.432%,yes
2017-08-11,-3.417%,+0.133%,yes
2017-08-14,-25.791%,+0.999%,yes
2017-08-15,-2.409%,-0.026%,no
2017-08-16,-2.555%,+0.171%,yes
2017-08-17,+24.502%,-1.564%,yes
2017-08-18,-9.046%,-0.183%,no
2017-08-21,-8.112%,+0.12%,yes
2017-08-22,-16.211%,+0.986%,yes
2017-08-23,+7.347%,-0.336%,yes
2017-08-24,-0.164%,-0.208%,no
2017-08-25,-8.422%,+0.177%,yes
2017-08-28,+0.353%,+0.053%,no
2017-08-29,+3.248%,+0.101%,no
2017-08-30,-4.278%,+0.483%,yes
2017-08-31,-5.949%,+0.572%,yes
2017-09-01,-4.541%,+0.209%,yes
2017-09-05,+17.171%,-0.76%,yes
2017-09-06,-5.159%,+0.315%,yes
2017-09-07,-0.693%,+0.004%,yes
2017-09-08,+4.703%,-0.145%,yes
2017-09-11,-12.954%,+1.071%,yes
2017-09-12,-1.418%,+0.341%,yes
2017-09-13,-0.762%,+0.078%,yes
2017-09-14,-0.575%,-0.078%,no
2017-09-15,-2.655%,+0.198%,yes
2017-09-18,-0.197%,+0.146%,yes
2017-09-19,+0.295%,-0.402%,yes
2017-09-20,-4.09%,+0.065%,yes
2017-09-21,-1.138%,-0.303%,no
2017-09-22,-0.834%,+0.069%,yes
2017-09-25,+6.072%,-0.221%,yes
2017-09-26,-0.393%,+0.013%,yes
2017-09-27,-3.04%,+0.406%,yes
2017-09-28,-3.351%,+0.142%,yes
2017-09-29,-0.421%,+0.37%,yes
2017-10-02,-0.635%,+0.385%,yes
2017-10-03,+0.631%,+0.222%,no
2017-10-04,+1.246%,+0.128%,no
2017-10-05,-4.788%,+0.581%,yes
2017-10-06,+4.767%,-0.076%,yes
2017-10-09,+6.583%,-0.183%,yes
2017-10-10,-2.48%,+0.233%,yes
2017-10-11,-2.335%,+0.182%,yes
2017-10-12,+0.605%,-0.161%,yes
2017-10-13,-3.122%,+0.093%,yes
2017-10-16,+3.027%,+0.174%,no
2017-10-17,+3.88%,+0.068%,no
2017-10-18,-2.383%,+0.076%,yes
2017-10-19,-0.199%,+0.042%,yes
2017-10-20,-0.802%,+0.517%,yes
2017-10-23,+9.937%,-0.397%,yes
2017-10-24,+0.806%,+0.164%,no
2017-10-25,+0.623%,-0.47%,yes
2017-10-26,+0.619%,+0.127%,no
2017-10-27,-15.306%,+0.801%,yes
2017-10-30,+6.667%,-0.311%,yes
2017-10-31,-3.143%,+0.097%,yes
2017-11-01,+0.196%,+0.159%,no
2017-11-02,-2.719%,+0.029%,yes
2017-11-03,-8.643%,+0.318%,yes
2017-11-06,+2.766%,+0.138%,no
2017-11-07,+4.954%,-0.021%,yes
2017-11-08,-1.125%,+0.146%,yes
2017-11-09,+6.857%,-0.351%,yes
2017-11-10,+6.997%,-0.054%,yes
2017-11-13,+1.826%,+0.1%,no
2017-11-14,+0.777%,-0.218%,yes
2017-11-15,+11.729%,-0.531%,yes
2017-11-16,-11.65%,+0.844%,yes
2017-11-17,-2.887%,-0.26%,no
2017-11-20,-7.324%,+0.13%,yes
2017-11-21,-9.455%,+0.653%,yes
2017-11-22,+1.518%,-0.062%,yes
2017-11-24,-2.172%,+0.208%,yes
2017-11-27,+2.026%,-0.029%,yes
2017-11-28,+1.595%,+0.982%,no
2017-11-29,+6.262%,-0.025%,yes
2017-11-30,+5.142%,+0.848%,no
2017-12-01,+1.312%,-0.2%,yes
2017-12-04,+2.14%,-0.102%,yes
2017-12-05,-3.089%,-0.374%,no
2017-12-06,-2.813%,-0.008%,no
2017-12-07,-8.465%,+0.311%,yes
2017-12-08,-6.054%,+0.557%,yes
2017-12-11,-2.57%,+0.32%,yes
2017-12-12,+5.847%,+0.158%,no
2017-12-13,+2.554%,-0.045%,yes
2017-12-14,+2.955%,-0.39%,yes
2017-12-15,-11.359%,+0.895%,yes
2017-12-18,+1.154%,+0.537%,no
2017-12-19,+4.985%,-0.326%,yes
2017-12-20,-3.189%,-0.068%,no
2017-12-21,-1.04%,+0.197%,yes
2017-12-22,+2.828%,-0.525%,yes
2017-12-26,+3.415%,-0.101%,yes
2017-12-27,+2.101%,+0.085%,no
2017-12-28,-2.849%,+0.202%,yes
2017-12-29,+7.79%,-0.515%,yes
2018-01-02,-12.999%,+0.828%,yes
2018-01-03,-6.776%,+0.635%,yes
2018-01-04,+0.759%,+0.421%,no
2018-01-05,0.0%,+0.699%,yes
2018-01-08,+3.151%,+0.169%,no
2018-01-09,+5.556%,+0.157%,no
2018-01-10,-2.648%,-0.11%,no
2018-01-11,+0.607%,+0.708%,no
2018-01-12,+2.756%,+0.668%,no
2018-01-16,+12.864%,-0.351%,yes
2018-01-17,+2.099%,+0.931%,no
2018-01-18,+2.537%,-0.151%,yes
2018-01-19,-8.429%,+0.439%,yes
2018-01-22,-2.176%,+0.799%,yes
2018-01-23,+0.631%,+0.221%,no
2018-01-24,+3.226%,-0.053%,yes
2018-01-25,+0.95%,+0.061%,no
2018-01-26,-4.513%,+1.172%,yes
2018-01-29,+19.942%,-0.675%,yes
2018-01-30,+6.423%,-1.093%,yes
2018-01-31,-9.232%,+0.05%,yes
2018-02-01,-0.52%,-0.046%,no
2018-02-02,+22.184%,-2.162%,yes
2018-02-05,+53.617%,-4.276%,yes
2018-02-06,-24.483%,+1.73%,yes
2018-02-07,-8.114%,-0.5%,no
2018-02-08,+17.125%,-3.88%,yes
2018-02-09,-15.141%,+1.498%,yes
2018-02-12,-13.471%,+1.376%,yes
2018-02-13,-2.563%,+0.268%,yes
2018-02-14,-29.647%,+1.35%,yes
2018-02-15,-0.68%,+1.219%,yes
2018-02-16,+1.696%,+0.044%,no
2018-02-20,+5.534%,-0.581%,yes
2018-02-21,-2.897%,-0.552%,no
2018-02-22,-6.944%,+0.108%,yes
2018-02-23,-13.523%,+1.581%,yes
2018-02-26,-4.367%,+1.177%,yes
2018-02-27,+15.008%,-1.275%,yes
2018-02-28,+6.348%,-1.11%,yes
2018-03-01,+11.66%,-1.335%,yes
2018-03-02,-14.701%,+0.513%,yes
2018-03-05,-4.592%,+1.091%,yes
2018-03-06,-2.015%,+0.269%,yes
2018-03-07,-3.378%,-0.044%,no
2018-03-08,-7.376%,+0.473%,yes
2018-03-09,-12.978%,+1.708%,yes
2018-03-12,+7.224%,-0.128%,yes
2018-03-13,+3.486%,-0.632%,yes
2018-03-14,+5.107%,-0.549%,yes
2018-03-15,-3.858%,-0.071%,no
2018-03-16,-5.0%,+0.172%,yes
2018-03-19,+16.93%,-1.439%,yes
2018-03-20,-4.505%,+0.147%,yes
2018-03-21,-1.904%,-0.171%,no
2018-03-22,+23.479%,-2.578%,yes
2018-03-23,+6.152%,-2.608%,yes
2018-03-26,-18.26%,+2.645%,yes
2018-03-27,+6.533%,-1.758%,yes
2018-03-28,+1.618%,-0.274%,yes
2018-03-29,-14.522%,+1.362%,yes
2018-04-02,+15.453%,-2.286%,yes
2018-04-03,-11.943%,+1.251%,yes
2018-04-04,-5.184%,+1.151%,yes
2018-04-05,-5.913%,+0.695%,yes
2018-04-06,+11.866%,-2.241%,yes
2018-04-09,+1.286%,+0.365%,no
2018-04-10,-6.351%,+1.646%,yes
2018-04-11,-1.136%,-0.553%,no
2018-04-12,-9.465%,+0.833%,yes
2018-04-13,-6.203%,-0.285%,no
2018-04-16,-5.133%,+0.804%,yes
2018-04-17,-8.59%,+1.056%,yes
2018-04-18,+2.244%,+0.084%,no
2018-04-19,+2.256%,-0.567%,yes
2018-04-20,+5.45%,-0.855%,yes
2018-04-23,-3.305%,+0.004%,yes
2018-04-24,+9.323%,-1.351%,yes
2018-04-25,-1.009%,+0.184%,yes
2018-04-26,-9.852%,+1.031%,yes
2018-04-27,-5.386%,+0.118%,yes
2018-04-30,+3.264%,-0.825%,yes
2018-05-01,-2.841%,+0.257%,yes
2018-05-02,+3.006%,-0.727%,yes
2018-05-03,-0.44%,-0.214%,no
2018-05-04,-7.651%,+1.283%,yes
2018-05-07,-0.136%,+0.344%,yes
2018-05-08,-0.272%,-0.024%,no
2018-05-09,-9.613%,+0.97%,yes
2018-05-10,-1.436%,+0.949%,yes
2018-05-11,-4.585%,+0.206%,yes
2018-05-14,+2.166%,+0.091%,no
2018-05-15,+11.62%,-0.682%,yes
2018-05-16,-9.016%,+0.429%,yes
2018-05-17,+0.074%,-0.056%,yes
2018-05-18,-0.075%,-0.255%,no
2018-05-21,-2.599%,+0.735%,yes
2018-05-22,+1.059%,-0.313%,yes
2018-05-23,-5.087%,+0.328%,yes
2018-05-24,-0.399%,-0.202%,no
2018-05-25,+5.219%,-0.222%,yes
2018-05-29,+22.327%,-1.164%,yes
2018-05-30,-13.922%,+1.268%,yes
2018-05-31,+3.176%,-0.67%,yes
2018-06-01,-14.636%,+1.081%,yes
2018-06-04,-5.651%,+0.448%,yes
2018-06-05,-2.742%,+0.079%,yes
2018-06-06,-6.529%,+0.853%,yes
2018-06-07,+4.04%,-0.055%,yes
2018-06-08,+0.411%,+0.314%,no
2018-06-11,+1.377%,+0.109%,no
2018-06-12,-0.081%,+0.174%,yes
2018-06-13,+4.637%,-0.4%,yes
2018-06-14,-6.766%,+0.279%,yes
2018-06-15,-1.169%,-0.093%,no
2018-06-18,+2.681%,-0.21%,yes
2018-06-19,+7.79%,-0.402%,yes
2018-06-20,-4.378%,+0.171%,yes
2018-06-21,+12.637%,-0.627%,yes
2018-06-22,-6.318%,+0.188%,yes
2018-06-25,+20.542%,-1.389%,yes
2018-06-26,-8.857%,+0.218%,yes
2018-06-27,+11.111%,-1.34%,yes
2018-06-28,-6.291%,+0.626%,yes
2018-06-29,-4.723%,+0.084%,yes
2018-07-02,-3.141%,+0.31%,yes
2018-07-03,+3.346%,-0.499%,yes
2018-07-05,-7.816%,+0.878%,yes
2018-07-06,-11.967%,+0.847%,yes
2018-07-09,-5.359%,+0.906%,yes
2018-07-10,-0.396%,+0.345%,yes
2018-07-11,+7.263%,-0.714%,yes
2018-07-12,-8.347%,+0.878%,yes
2018-07-13,-3.284%,+0.108%,yes
2018-07-16,+5.066%,-0.101%,yes
2018-07-17,-6.385%,+0.401%,yes
2018-07-18,+0.331%,+0.215%,no
2018-07-19,+5.983%,-0.386%,yes
2018-07-20,-0.078%,-0.093%,no
2018-07-23,-1.902%,+0.185%,yes
2018-07-24,-1.692%,+0.48%,yes
2018-07-25,-0.976%,+0.901%,yes
2018-07-26,-1.236%,-0.301%,no
2018-07-27,+6.83%,-0.66%,yes
2018-07-30,+8.626%,-0.571%,yes
2018-07-31,-11.146%,+0.488%,yes
2018-08-01,+2.433%,-0.104%,yes
2018-08-02,-7.875%,+0.501%,yes
2018-08-03,-4.725%,+0.476%,yes
2018-08-06,-3.283%,+0.36%,yes
2018-08-07,-3.111%,+0.284%,yes
2018-08-08,-0.737%,-0.026%,no
2018-08-09,+3.727%,-0.117%,yes
2018-08-10,+14.362%,-0.687%,yes
2018-08-13,+10.961%,-0.398%,yes
2018-08-14,-11.044%,+0.643%,yes
2018-08-15,+9.085%,-0.748%,yes
2018-08-16,-8.848%,+0.814%,yes
2018-08-17,-6.408%,+0.337%,yes
2018-08-20,-1.201%,+0.246%,yes
2018-08-21,+2.877%,+0.211%,no
2018-08-22,-4.98%,-0.038%,no
2018-08-23,+1.289%,-0.163%,yes
2018-08-24,-3.503%,+0.616%,yes
2018-08-27,+1.398%,+0.772%,no
2018-08-28,+2.72%,+0.03%,no
2018-08-29,-2.041%,+0.574%,yes
2018-08-30,+9.46%,-0.428%,yes
2018-08-31,-5.21%,+0.022%,yes
2018-09-04,+2.28%,-0.157%,yes
2018-09-05,+5.392%,-0.28%,yes
2018-09-06,+5.051%,-0.337%,yes
2018-09-07,+1.546%,-0.214%,yes
2018-09-10,-5.085%,+0.188%,yes
2018-09-11,-7.11%,+0.381%,yes
2018-09-12,-0.609%,+0.037%,yes
